Id,Title,Slug,PublishedAt,Category,ImageUrl,Summary
208,Tâm hồn của một người con dâu,tam-hon-cua-mot-nguoi-con-dau-2,2018-03-18 15:18:52.000,Bản tin,NULL,"Cháu là con dâu của họ Dương Văn, thuộc đời thứ chín, ngành cả. Dù chưa có dịp được về quê chồng Giỗ tổ - Thanh minh, nhưng..."
235,Thông báo tu sửa nhà thờ,thong-bao-tu-sua-nha-tho-2,2015-10-08 11:06:46.000,Bản tin,NULL," Thực hiện nội dung nghị quyết dòng họ tại lễ Giỗ tổ năm 2015, hiện nay Dòng họ đang tiến hành tu bổ, trang trí lần thứ nhất nhà thờ dòng họ và xây tường bao khuôn viên Lăng mộ. Dòng họ thành lập ban tư sửa, tôn tạo nhà thờ, Lăng mộ gồm các ông bà sau:"
236,Tâm sự của một người con gái dòng họ,tam-su-cua-mot-nguoi-con-gai-dong-ho-2,2015-11-08 21:38:06.000,Bản tin,NULL,"   Là con gái thuộc đời thứ chín, ngành cả của dòng họ Dương Văn, cháu xin có một vài lời chia sẻ cảm nhận và tình cảm của mình về dòng họ."
237,Tin gương sáng trong dòng họ,tin-guong-sang-trong-dong-ho-2,2015-12-26 21:11:13.000,Bản tin,NULL," Về thành phố Nam Định, nói đến ngành giáo dục-Đào tạo ai cũng biết đến anh Dương Mệnh Tuấn, một người thầy giáo rất tận tụy, tâm huyết,"
245,Họ Dương Việt Nam lễ hội mùa xuân năm 2016,ho-duong-viet-nam-le-hoi-mua-xuan-nam-2016-2,2016-03-04 16:45:46.000,Bản tin,NULL," Hằng năm, sau tết nguyên đán, Họ Dương Việt Nam đều tổ chức lễ hội mừng xuân, mừng Đảng. Năm nay từ ngày 19 đến 21/2, hơn 1 vạn người dân Dòng Họ Dương Việt Nam trên cả nước và nước ngoài đã hội tụ tại tỉnh Bắc Ninh dự lễ hội mùa xuân của Dòng họ Dương Việt Nam năm 2016."
246,Thông báo giỗ tổ năm 2016,thong-bao-gio-to-nam-2016-2,2016-03-08 11:43:09.000,Bản tin,NULL,"Trân trọng kính mời các ông, bà thành đạt trong học tập, có bằng cấp cao và những người chưa phát quà đợt 1 (theo danh sách tặng thưởng, tặng quà năm 2015 đăng trên mục khuyến học tại website donghoduongvan.com) về dự để dòng họ làm lễ vinh danh và trao quà đợt 2 (thông báo này thay cho giấy mời)."
249,Báo cáo đánh giá hoạt động năm 2015 và kế hoạch năm 2016,bao-cao-anh-gia-hoat-ong-nam-2015-va-ke-hoach-nam-2016-2,2016-05-06 15:30:29.000,Bản tin,NULL,"Đầu xuân năm mới thay mặt dòng họ tôi nhiệt liệt chào mừng toàn thể các thành viên là những người con cháu của dòng họ Dương Văn ở các vùng miền trên cả nước về dự lễ giỗ tổ năm 2016. Kính chúc toàn thể mọi người một năm mới sức khỏe, hạnh phúc và thành công."
250,Thông báo Hội đồng gia tộc,thong-bao-hoi-ong-gia-toc-2,2016-05-06 15:15:34.000,Bản tin,NULL,"       Căn cứ vào nội dung tại cuộc họp giỗ tổ năm 2016 ngày 2 tháng 4 năm 2016, dòng họ thông báo hội đồng gia tộc dòng họ Dương Văn như sau:"
251,"Mảnh đất thiêng liêng ""Nam Định""",manh-at-thieng-lieng-nam-inh-2,2016-07-13 15:58:57.000,Bản tin,NULL," Tôi, người con gái của của một dòng họ cao quý “ Dương Văn”. “Dương Văn” là họ và tên đệm của một người cách đây hơn 200 năm về trước từ nơi xa đến sinh cơ, lập nghiệp tại làng Tam Đăng Giáp Một, chính là thôn Dương Hồi, xã Yên Thắng, huyện Ý Yên, tỉnh Nam Định ngày nay"
258,Thông báo giỗ tổ năm 2017,thong-bao-gio-to-nam-2017-2,2017-03-19 10:22:09.000,Bản tin,NULL,"Thể theo ước nguyện của mọi người nên hội đồng gia tộc thống nhất quyết định tổ chức giỗ tổ năm 2017 sớm hơn với qui ước hai ngày, nghĩa là ngày giỗ tổ năm 2017 sẽ tổ chức vào chủ nhật, ngày 2/4/2017 ( Tức ngày mùng 6 tháng 3 âm lịch)."
260,Báo cáo hoạt động năm 2016 và hoạt động năm 2017,bao-cao-hoat-ong-nam-2016-va-hoat-ong-nam-2017-2,2017-04-05 09:51:49.000,Bản tin,NULL,"Hôm nay ngày 2/4/2017 tức ngày 6 tháng 3 âm lịch, những người con của dòng họ chúng ta ở quê hương, ở các vùng miền trên cả nước có mặt tại ngôi nhà thờ tổ của mình để thắp nhang tế lễ, để trao đổi bàn bạc công việc, trao đổi tình cảm với nhau…Thay mặt dòng họ tôi nhiệt liệt chào mừng, kính chúc toàn thể mọi người một năm mới sức khỏe, hạnh phúc và thành công."
266,Báo cáo thực hiện năm 2017 và nội dung cần làm từ năm 2018,bao-cao-thuc-hien-nam-2017-va-noi-dung-can-lam-tu-nam-2018-2,2018-05-25 20:42:14.000,Bản tin,NULL,"Kể từ ngày giỗ tổ năm 2017 đến  nay đã tròn một năm và hôm nay ngày 7/4/2018 tức 22/2 mậu tuất những người con của dòng họ Dương Văn chúng ta ở quê hương, ở tỉnh Hà Giang, tỉnh Lạng Sơn, tỉnh Thanh Hóa, tỉnh Hòa Bình, tỉnh Ninh Bình, thành phố Nam Định và thành phố Hà Nội lại về đây, về nơi cội nguồn gia tộc để thắp nhang tưởng nhớ anh linh các vị tiên tổ, để được thể hiện lòng hiếu thảo nhớ ơn các đấng sinh thành, để được biểu lộ tình cảm của mình “Uống nước nhớ nguồn”"
267,Thông báo danh sách những người đại diện các địa phương,thong-bao-danh-sach-nhung-nguoi-ai-dien-cac-ia-phuong-2,2018-05-28 07:59:58.000,Bản tin,NULL,"  Căn cứ vào nghị quyết tại cuộc họp giỗ tổ năm 2018 ngày 7 tháng 4 năm 2018, hội đồng gia tộc dòng họ Dương Văn quyết định đồng thời thông báo danh sách những người đại diện ở các địa phương và nội dung hoạt động như sau:"
264,Thông báo giỗ tổ năm 2018,thong-bao-gio-to-nam-2018-2,2018-04-02 15:08:07.000,Bản tin,NULL,"Thể theo nguyện vọng của mọi người nên hội đồng gia tộc dòng họ đã thống nhất tổ chức giỗ tổ năm nay lùi sau 2 ngày so với ngày đầu của tiết thanh minh, nghĩa là ngày Giỗ tổ năm 2018 sẽ tổ chức vào bảy ngày 7/4/2016 ( Tức ngày 22/02 âm lịch)."
274,Thông báo lễ giỗ tổ năm 2019,thong-bao-le-gio-to-nam-2019-2,2019-04-02 16:09:30.000,Bản tin,NULL,"Ngày đầu của tiết thanh minh năm nay vào ngày mùng 5 tháng 4 năm 2019, đó là ngày thứ 6 nên sẽ khó khăn cho nhiều người đang làm việc ở các cơ quan, đoàn thể muốn về giỗ tổ. Thể theo ước nguyện của mọi người và được sự đồng thuận của Hội đồng gia tộc nên dòng họ quyết định giỗ tổ năm 2019 lùi hơn với quy ước một ngày, nghĩa là giỗ tổ năm 2019 sẽ tổ chức vào thứ 7 ngày 6/4/2019 (Tức ngày 02/3 âm lịch)"
277,"Thông báo dừng, không tổ chức giỗ tổ năm 2020",thong-bao-dung-khong-to-chuc-gio-to-nam-2020-2,2020-03-25 08:42:56.000,Bản tin,NULL," Chấp hành các văn bản của đảng, nhà nước về phòng chống dịch Covid, hội đồng gia tộc dòng họ Dương văn quyết định dừng, không tổ chức lễ giỗ tổ năm 2020. Công việc giỗ tổ năm nay do hội đồng gia tộc thực hiện. Vậy thông báo tới toàn thể mọi người trong dòng họ biết, nghiêm túc thực hiện, thanh minh năm nay không ai được về nhà thờ làm lễ nữa (kể cả việc riêng của gia đình, cá nhân…)."
278,Những người thổi hồn vào gỗ lũa Ngọc am Hà Giang,nhung-nguoi-thoi-hon-vao-go-lua-ngoc-am-ha-giang-2,2020-04-25 10:46:31.000,Bản tin,NULL,"Hiện nay trên thị trường có rất nhiều sản phẩm về gỗ lũa Ngọc am nhưng cũng có lẽ còn rất nhiều người chưa hiểu hết được nguồn gốc, tên gọi và ai là người đầu tiên khám phá, những người nào đã, đang thổi hồn vào vật liệu quí này để chế tác thành những sản phẩm độc đáo, tinh túy phục vụ cuộc sống, cho những người yêu thẩm mỹ, những người có trình độ hiểu biết, những người đậm nét tâm linh…"
281,Thông báo không tổ chức giỗ tổ năm 2021,thong-bao-khong-to-chuc-gio-to-nam-2021-2,2021-03-02 11:40:07.000,Bản tin,NULL," Để thực hiện nghiêm túc chủ trương, đường lối của đảng, nhà nước về phòng chống dịch Covid nên hội đồng gia tộc dòng họ Dương văn thôn Dương Hồi, xã Yên Thắng, huyện Ý Yên, tỉnh Nam Định quyết định năm 2021 không tổ chức giỗ tổ tại nhà thờ như thường lệ hàng năm."
283,Thông báo dừng tổ chức giỗ tổ năm 2022,thong-bao-dung-to-chuc-gio-to-nam-2022-2,2022-08-11 16:53:36.000,Bản tin,NULL,"  Vì tình hình hiện nay số ca nhiễm Covid-19 ngày càng tăng ở tất cả các địa phương trong toàn quốc nên hội đồng gia tộc dòng họ Dương văn thôn Dương Hồi, xã Yên Thắng, huyện Ý Yên, tỉnh Nam Định năm nay tiếp tục dừng, không tổ chức lễ giỗ tổ tại nhà thờ nữa"
284,Thông báo dừng giỗ tổ năm 2022,thong-bao-dung-gio-to-nam-2022-2,2022-08-11 19:53:32.000,Bản tin,NULL,"Vì tình hình hiện nay số ca nhiễm Covid-19 ngày càng tăng ở tất cả các địa phương trong toàn quốc nên hội đồng gia tộc dòng họ Dương văn thôn Dương Hồi, xã Yên Thắng, huyện Ý Yên, tỉnh Nam Định năm nay tiếp tục dừng, không tổ chức lễ giỗ tổ tại nhà thờ nữa."
287,Thông báo lễ giô tổ năm 2023,thong-bao-le-gio-to-nam-2023-2,2023-04-02 12:08:31.000,Bản tin,NULL,"Lễ giỗ tổ năm 2023 sẽ tổ chức vào thứ 4 ngày 5 tháng 4 năm 2023. (Tức ngày 15/2 âm lịch) đúng như lời truyền trong gia phả là hằng năm dòng họ tổ chức lễ giỗ tổ vào ngày đầu tiên của tiết thanh minh, các con cháu nên có mặt đông đủ."
288,Giấy mời,giay-moi-2,2023-04-02 12:21:34.000,Bản tin,NULL,"Dòng họ Dương Văn đề nghị các ông đại diện ở các địa phương, người thân của ông (bà) trên thay mặt dòng họ chuyển lời mời này và tạo mọi điều kiện để ông (bà) đến dự. Đề nghị ông đại diện thông báo số người đến dự cho ông Dương Ngọc Tiến trước ngày 14 tháng 2 âm lịch."
289,Báo cáo tình hình thực hiện ba năm 2020-2022 và kế hoạch năm 2023,bao-cao-tinh-hinh-thuc-hien-ba-nam-2020-2022-va-ke-hoach-nam-2023-2,2023-04-08 11:29:19.000,Bản tin,NULL,"Nhìn lại tình hình khó khăn ba năm đã qua và cần triển khai một số nội dung từ năm 2023. Thay mặt hội đồng gia tộc, tôi xin báo cáo nột số điểm như sau:"
291,Thông báo giỗ tổ năm 2024,thong-bao-gio-to-nam-2024-2,2024-03-13 22:27:28.000,Bản tin,NULL,"  Thay mặt hội đồng gia tộc, tôi thông báo lễ giỗ tổ năm 2024 sẽ tổ chức vào thứ bảy ngày 6 tháng 4 năm 2024. (Tức ngày 28/2 âm lịch) sau một ngày với ngày đầu tiên của tiết thanh minh. Đề nghị mọi người thuộc con cháu (cả dâu, cả rể) thuộc dòng họ Dương Văn ở thôn Dương hồi về dự đông đủ."
292,Báo cáo tổng kết năm 2023 và những nội dung triển khai từ năm 2024,bao-cao-tong-ket-nam-2023-va-nhung-noi-dung-trien-khai-tu-nam-2024-2,2024-04-08 16:47:57.000,Bản tin,NULL," Năm nay là năm đầu tiên chúng ta tổ chức giỗ tổ sau một ngày so với qui định vào thứ bảy, ngày mùng 6 tháng tư năm 2024 tức ngày 29 tháng 2 năm Giáp thìn 2024. Dòng họ ta vừa làm lễ tưởng niệm những người đã mất, lễ chúc thọ các bậc cao niên, lễ vinh danh những người con ưu tú, còn bây giờ đến phần đánh giá tình hình hoạt động của dòng họ năm 2023 và những việc triển khai từ năm 2024. Thay mặt hội đồng gia tộc, tôi xin báo cáo nột số điểm như sau:"
293,"Cử đại diện dòng họ tại tỉnh Hà Giang, TP Hà Nội",cu-ai-dien-dong-ho-tai-tinh-ha-giang-tp-ha-noi-2,2024-08-25 19:48:12.000,Bản tin,NULL,"Căn cứ vào tình hình hiện nay và được sự đồng thuận của những người có tâm đức, ý thức nhiệt tình mong muốn dòng họ ngày càng phát triển. Hội đồng gia tộc họ Dương Văn cử các ông đại diện dòng họ ở địa phương tỉnh Hà Giang, TP Hà Nội kể từ ngày hôm nay, như sau:

"
294,Điều chỉnh thay đổi ngày lễ giỗ tổ và...,ieu-chinh-thay-oi-ngay-le-gio-to-va-2,2025-02-21 20:52:47.000,Bản tin,NULL," Tại hội nghị buổi lễ giỗ tổ năm 2023 ngày 06 tháng 4 năm 2024, dòng họ đã bàn, thống nhất điều chỉnh thay đỗi ngày lễ giỗ tổ ghi trong gia phả và triền khai một số nội dung cơ bản thực hiện từ năm 2024, cụ thể như sau:"
295,Thông báo lễ giỗ tổ năm 2025,thong-bao-le-gio-to-nam-2025-2,2025-03-06 19:56:17.000,Bản tin,NULL,"Thay mặt hội đồng gia tộc, tôi thông báo lễ giỗ tổ năm 2025 của dòng họ tổ chức vào chủ nhật, ngày 6 tháng 4 năm 2025. (Tức ngày 9/3 âm lịch). Nội dung và thời gian buổi lễ, cụ thể như sau:"
297,"Báo cáo tổng kết năm 2024, kế hoạch năm 2025",bao-cao-tong-ket-nam-2024-ke-hoach-nam-2025-2,2025-04-27 14:40:33.000,Bản tin,NULL," Buổi lễ giỗ tổ vào ngày hôm nay là năm đầu tiên dòng họ điều chỉnh một nội dung ghi trong gia phả., đó là từ nay lễ giỗ tổ hằng năm sẽ tổ chức vào ngày chủ nhật, tuần đầu tiên của tiết thanh minh."
298,Thay đổi thành viên HĐGT và thư ký Ban khuyến học,thay-oi-thanh-vien-h-gt-va-thu-ky-ban-khuyen-hoc-2,2025-05-05 16:46:50.000,Bản tin,NULL," Vừa qua Hội đồng gia tộc (HĐGT) đã tổ chức họp bàn, thống nhất về việc bổ sung thành viên HĐGT và thư ký Ban khuyến học dòng họ cụ thể như sau:"
299,Tâm nguyện,tam-nguyen-2,2025-05-25 18:48:32.000,Bản tin,NULL,"  Dòng họ Dương Văn chúng ta đã trải qua bao nhiêu thời kỳ lịch sử , có nhiều dấu ấn và những dấu tích để lại vẫn còn như ở đền thờ vua Đinh ở trong làng thôn Dương Hồi , trải qua các thời kỳ lich sử khác nhau từ thời vua Đinh Tiên Hoàng thống nhất giang sơn cũng có cha ông chúng ta những người con mang dòng họ Dương Văn tại làng thôn Dương Hồi "
300,"Dòng họ đi thăm các gia đình ở tỉnh Nam Định, Thanh Hóa, Lạng Sơn",dong-ho-i-tham-cac-gia-inh-o-tinh-nam-inh-thanh-hoa-lang-son-2,2025-06-07 15:56:16.000,Bản tin,NULL,"Sáng ngày 30 tháng 5 năm 2025, đoàn dòng họ đến thăm các gia đình ở thành phố Nam Định. Đoàn có 13 người, trong đó 4 người trong hội đồng gia tộc và 9 thành viên. "
273,Điều chỉnh gia phả,ieu-chinh-gia-pha-2,2018-10-13 20:20:44.000,Bổ sung gia phả,NULL,"     Theo thời gian thì sẽ có sự nghiên cứu sâu hơn về các nội dung trong gia phả. Sự phát triển của xã hội cũng đòi hỏi các hoạt động của dòng họ phải phù hợp với lịch sử. Vì vậy việc điều chỉnh hoặc thay đổi một số nội dung trong gia phả là điều tất yếu. Thời gian phải thay đổi có thể sau nhiều năm hoặc một hay nhiều thế hệ song điều cơ bản là trước khi điều chỉnh hoặc thay đổi phải có sự bàn bạc kỹ, thống nhất tuyệt đối 100% các thành viên trong dòng họ cũng như sự đồng thuận thống nhất nội dung gia phả năm 2013."
126,Điều chỉnh gia phả,ieu-chinh-gia-pha,2018-10-13 20:20:44.000,Bổ sung gia phả,~/uploads/PIC_0014.JPG13102018193812.jpg,"Theo thời gian thì sẽ có sự nghiên cứu sâu hơn về các nội dung trong gia phả. Sự phát triển của xã hội cũng đòi hỏi các hoạt động của dòng họ phải phù hợp với lịch sử. Vì vậy việc điều chỉnh hoặc thay đổi một số nội dung trong gia phả là điều tất yếu. Thời gian phải thay đổi có thể sau nhiều năm hoặc một hay nhiều thế hệ song điều cơ bản là trước khi điều chỉnh hoặc thay đổi phải có sự bàn bạc kỹ, thống nhất tuyệt đối 100% các thành viên trong dòng họ cũng như sự đồng thuận thống nhất nội dung gia phả năm 2013."
176,Bổ xung gia phả,bo-xung-gia-pha-2,2023-05-11 11:29:46.000,Bổ sung gia phả,NULL,"Bản gia phả gốc năm 2013 là không thay đổi, nhưng còn một số thông tin chưa cập nhật đầy đủ. cụ thể chưa đủ tên con của mẹ là họ Dương Văn, những trường hợp sinh mới, trường hợp mất, trường hợp thay đổi trong gia đinh, bản thân...Vì vậy trang này để ghi những nội dung bổ sung vào gia phả. Nội dung bổ sung sẽ cập nhật ngay vào Phả hệ. Như vậy Phả hệ chính là bản gia phả hoàn chỉnh nhất, lưu trữ công khai lâu dài nhất. Kính mong mọi người cung cấp thông tin. Dưới đây là danh sách nội dung bổ sung từ năm 2014:   "
29,Bổ xung gia phả,bo-xung-gia-pha,2023-05-11 11:29:46.000,Bổ sung gia phả,~/uploads/bosunggiapha.jpg1552015153653.jpg,"Bản gia phả gốc năm 2013 là không thay đổi, nhưng còn một số thông tin chưa cập nhật đầy đủ. cụ thể chưa đủ tên con của mẹ là họ Dương Văn, những trường hợp sinh mới, trường hợp mất, trường hợp thay đổi trong gia đinh, bản thân...Vì vậy trang này để ghi những nội dung bổ sung vào gia phả. Nội dung bổ sung sẽ cập nhật ngay vào Phả hệ. Như vậy Phả hệ chính là bản gia phả hoàn chỉnh nhất, lưu trữ công khai lâu dài nhất. Kính mong mọi người cung cấp thông tin. Dưới đây là danh sách nội dung bổ sung từ năm 2014:"
32,Năm 1860,nam-1860,2015-05-10 16:21:15.000,Theo dòng sự kiện,~/uploads/,0
33,Năm 1963,nam-1963,2015-09-18 09:04:30.000,Theo dòng sự kiện,~/uploads/ogo_www.png,"Ông Dương Văn Sang trưởng tộc cùng ông Dương Văn Sướng đi xây dựng cuộc sống mới ở tỉnh Hà Giang, trước khi đi đã bàn giao nhà thờ cho ông Dương Văn Tiêu trông coi. Xin trích nguyên văn đoạn di thư của ông Dương Văn Sướng gửi dòng họ: "" Tháng 10/1963 ông Sang và tôi đi xây dựng quê hương mới, trước lúc lên đường, chúng tôi đã họp giao toàn bộ việc trông coi họ hàng cho ông Dương"
34,Năm 2003,nam-2003,2015-05-12 15:14:32.000,Theo dòng sự kiện,~/images/logo_www.png,4
35,Năm 2004,nam-2004,2015-05-12 15:24:02.000,Theo dòng sự kiện,~/images/logo_www.png,2
36,Năm 1995,nam-1995,2018-04-01 16:03:28.000,Theo dòng sự kiện,~/uploads/ogo_www.png,"Ngày 10/10/1995 ông Dương Văn Sướng ghi thư gửi cho dòng họ đau lòng nói về nơi tâm linh đã bị di dời đi nơi khác. Ngày 16/8/2003, đúng 10 ngày trước khi khởi công xây dựng nhà thờ, ông Dương Thế Hinh trao lại bức thư này cho ông trưởng tộc Dương Tiến Sừ. Xin trích nguyên văn đoạn di thư: "" ... Sau khi tôi qua đời, may rủi"
37,Năm 2009,nam-2009,2015-05-12 15:26:42.000,Theo dòng sự kiện,~/images/logo_www.png,"Con đường bê tông từ nhà thờ ra nghĩa trang lăng mộ và từ nhà thờ ra cồn họ Dương được rải thảm thay con đường đất do thôn Dương Hồi và Tam Quang thực hiện. Dòng họ Dương Văn có ông Dương Tiến Sơ tài trợ toàn bộ kinh phí mua xi măng, giá trị khi đó là 80 triệu đồng."
39,Năm 1800,nam-1800,2015-07-04 18:31:51.000,Theo dòng sự kiện,~/uploads/ogo_www.png,"Khoảng trước năm 1800, cụ Dương Văn Thủy, Tự Phúc Thành di cư từ phương bắc xuống phía nam, sinh cơ lập nghiệp tại làng Tam Đăng giáp một nay là thôn Dương Hồi, xã Yên Thắng, huyệnÝ Yên, tỉnh Nam Định. Các cụ sinh được năm con trai"
40,Năm 2006,nam-2006,2015-05-12 14:43:19.000,Theo dòng sự kiện,~/images/logo_www.png,Dòng họ Dương Văn xây dựng lăng mộ dòng họ tại nghĩa trang thôn Dương Hồi và thôn Tam Quang. Nguồn kinh phí xây dựng hoàn toàn do ông Dương Tiến Sơ cúng tiến.
41,Năm 2012,nam-2012,2015-05-11 21:46:25.000,Theo dòng sự kiện,~/images/logo_www.png,"Ông Trưởng tộc Dương Tiến Sừ là con cả của cụ Dương Văn Sang, sinh ngày 21/8/1940 tại thôn Dương Hồi xã Yên Thắng huyện Ý Yên tỉnh Nam Định đã trút hơi thở cuối cùng hồi 7h50’ ngày 11/1/2013 tức ngày 30/11/2012 năm Quý Tỵ tại gia đình ở thị trấn Việt Quang huyện Bắc Quang tỉnh Hà Giang.Ông vĩnh biệt cõi trần gian ra đi trong sự xúc động, tiếc thương của toàn thể gia đình, anh em, họ hàng, gia tộc và các tổ chức cơ quan đoàn thể, bạn bè, lối xóm."
54,Năm 2013,nam-2013,2015-06-21 17:58:50.000,Theo dòng sự kiện,~/uploads/ogo_www.png,"- Giỗ tổ dòng họ năm 2013, ngày 24 tháng  2 năm Quí tỵ có ba sự kiện lớn:

+ Điếu tế ông trưởng tộc Dương Tiến Sừ

+ Lễ tôn trưởng tộc Dương Thành Chiến và thủ nhang Dương Văn Hải..."
43,Năm 2014,nam-2014-2,2015-05-19 09:02:19.000,Theo dòng sự kiện,~/images/logo_www.png,"Tấu trình lên Tổ tiên bản gia phả dòng họ và Website donghoduongvan.com là sự kiện trọng đại của dòng họ tại lễ giỗ tổ dòng họ năm 2014, Ngày 6 tháng 3 năm Giáp Ngọ. 
"
44,Năm 2015,nam-2015,2015-05-19 09:06:30.000,Theo dòng sự kiện,~/uploads/ogo_www.png,"* Giỗ tổ dòng họ năm 2015, ngày 17 tháng 2 năm Ất mùi có hai sự kiện lớn:
- Khuôn viên đất nhà thờ dòng họ đã về nguyên trạng mảnh đất Tổ tiên trước đây để lại ( trong đó mua năm 2003 là 103,5m2, công đức năm 2015 là 192,5m2, diện tích hiện nay là 296m2. Diện tích khuôn viên này được mở rộng vượt so với năm 1860 là 101m2, đây là một phần đất của ông Dương Văn Sang trước đây ăn liền với đất nhà thờ."
115,Năm 2017,nam-2017,2018-04-01 08:37:24.000,Theo dòng sự kiện,~/uploads/ogo_www.png,"Giỗ tổ năm 2017 dòng họ chúng ta có một sự kiện lớn, đó là:"
108,Năm 2016,nam-2016,2016-09-02 21:28:24.000,Theo dòng sự kiện,~/uploads/FH4A4892.JPG3082016163558.jpg,Giỗ tổ năm 2016 ngày 2/4/2016 tức ngày 25/ âm lịch
262,Năm 2017,nam-2017-2,2018-04-01 08:37:24.000,Theo dòng sự kiện,NULL,"Giỗ tổ năm 2017 dòng họ chúng ta có một sự kiện lớn, đó là:"
255,Năm 2016,nam-2016-2,2016-09-02 21:28:24.000,Theo dòng sự kiện,NULL,Giỗ tổ năm 2016 ngày 2/4/2016 tức ngày 25/ âm lịch
201,Năm 2013,nam-2013-2,2015-06-21 17:58:50.000,Theo dòng sự kiện,NULL,"- Giỗ tổ dòng họ năm 2013, ngày 24 tháng  2 năm Quí tỵ có ba sự kiện lớn:

+ Điếu tế ông trưởng tộc Dương Tiến Sừ

+ Lễ tôn trưởng tộc Dương Thành Chiến và thủ nhang Dương Văn Hải..."
190,Năm 2014,nam-2014-4,2015-05-19 09:02:19.000,Theo dòng sự kiện,NULL,"Tấu trình lên Tổ tiên bản gia phả dòng họ và Website donghoduongvan.com là sự kiện trọng đại của dòng họ tại lễ giỗ tổ dòng họ năm 2014, Ngày 6 tháng 3 năm Giáp Ngọ. 
"
191,Năm 2015,nam-2015-2,2015-05-19 09:06:30.000,Theo dòng sự kiện,NULL,"* Giỗ tổ dòng họ năm 2015, ngày 17 tháng 2 năm Ất mùi có hai sự kiện lớn:
- Khuôn viên đất nhà thờ dòng họ đã về nguyên trạng mảnh đất Tổ tiên trước đây để lại ( trong đó mua năm 2003 là 103,5m2, công đức năm 2015 là 192,5m2, diện tích hiện nay là 296m2. Diện tích khuôn viên này được mở rộng vượt so với năm 1860 là 101m2, đây là một phần đất của ông Dương Văn Sang trước đây ăn liền với đất nhà thờ."
179,Năm 1860,nam-1860-2,2015-05-10 16:21:15.000,Theo dòng sự kiện,NULL,0
180,Năm 1963,nam-1963-2,2015-09-18 09:04:30.000,Theo dòng sự kiện,NULL,"Ông Dương Văn Sang trưởng tộc cùng ông Dương Văn Sướng đi xây dựng cuộc sống mới ở tỉnh Hà Giang, trước khi đi đã bàn giao nhà thờ cho ông Dương Văn Tiêu trông coi. Xin trích nguyên văn đoạn di thư của ông Dương Văn Sướng gửi dòng họ: "" Tháng 10/1963 ông Sang và tôi đi xây dựng quê hương mới, trước lúc lên đường, chúng tôi đã họp giao toàn bộ việc trông coi họ hàng cho ông Dương "
181,Năm 2003,nam-2003-2,2015-05-12 15:14:32.000,Theo dòng sự kiện,NULL,4
182,Năm 2004,nam-2004-2,2015-05-12 15:24:02.000,Theo dòng sự kiện,NULL,2
183,Năm 1995,nam-1995-2,2018-04-01 16:03:28.000,Theo dòng sự kiện,NULL,"      Ngày 10/10/1995 ông Dương Văn Sướng ghi thư gửi cho dòng họ đau lòng nói về nơi tâm linh đã bị di dời đi nơi khác. Ngày 16/8/2003, đúng 10 ngày trước khi khởi công xây dựng nhà thờ, ông Dương Thế Hinh trao lại bức thư này cho ông trưởng tộc Dương Tiến Sừ. Xin trích nguyên văn đoạn di thư: "" ... Sau khi tôi qua đời, may rủi "
184,Năm 2009,nam-2009-2,2015-05-12 15:26:42.000,Theo dòng sự kiện,NULL,"Con đường bê tông từ nhà thờ ra nghĩa trang lăng mộ và từ nhà thờ ra cồn họ Dương được rải thảm thay con đường đất do thôn Dương Hồi và Tam Quang thực hiện. Dòng họ Dương Văn có ông Dương Tiến Sơ tài trợ toàn bộ kinh phí mua xi măng, giá trị khi đó là 80 triệu đồng."
186,Năm 1800,nam-1800-2,2015-07-04 18:31:51.000,Theo dòng sự kiện,NULL,"Khoảng trước năm 1800, cụ Dương Văn Thủy, Tự Phúc Thành di cư từ phương bắc xuống phía nam, sinh cơ lập nghiệp tại làng Tam Đăng giáp một nay là thôn Dương Hồi, xã Yên Thắng, huyệnÝ Yên, tỉnh Nam Định. Các cụ sinh được năm con trai"
187,Năm 2006,nam-2006-2,2015-05-12 14:43:19.000,Theo dòng sự kiện,NULL,Dòng họ Dương Văn xây dựng lăng mộ dòng họ tại nghĩa trang thôn Dương Hồi và thôn Tam Quang. Nguồn kinh phí xây dựng hoàn toàn do ông Dương Tiến Sơ cúng tiến.
188,Năm 2012,nam-2012-2,2015-05-11 21:46:25.000,Theo dòng sự kiện,NULL,"Ông Trưởng tộc Dương Tiến Sừ là con cả của cụ Dương Văn Sang, sinh ngày 21/8/1940 tại thôn Dương Hồi xã Yên Thắng huyện Ý Yên tỉnh Nam Định đã trút hơi thở cuối cùng hồi 7h50’ ngày 11/1/2013 tức ngày 30/11/2012 năm Quý Tỵ tại gia đình ở thị trấn Việt Quang huyện Bắc Quang tỉnh Hà Giang.Ông vĩnh biệt cõi trần gian ra đi trong sự xúc động, tiếc thương của toàn thể gia đình, anh em, họ hàng, gia tộc và các tổ chức cơ quan đoàn thể, bạn bè, lối xóm."
